ID,TEMPAT LAHIR,TANGGAL LAHIR,AGAMA,TAHUN MASUK,TAHUN LULUS,PRODI,KONSENTRASI,JUMLAH SEMESTER TEMPUTH,JENIS WAKTU KELAS,IPK,JENIS KELAMIN
MHS_1,DENPASAR,11/23/1991,HINDU,2010,0,SK,Networking & Cyber Security,6,PAGI,1.28,L
MHS_2,TABANAN,6/11/1991,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.19,L
MHS_3,JAKARTA PUSAT,4/30/1986,ISLAM,2010,2012,SK,Undefined,3,PAGI,0,L
MHS_4,LAMONGAN,1/4/1991,ISLAM,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.07,L
MHS_5,DENPASAR,6/14/1985,HINDU,2010,0,SK,Networking & Cyber Security,13,PAGI,3.29,L
MHS_6,BULELENG,4/30/1992,HINDU,2010,0,SK,Networking & Cyber Security,4,PAGI,2.81,L
MHS_7,NYAMPUAN,12/18/1992,HINDU,2010,2016,SK,Networking & Cyber Security,12,PAGI,2.94,L
MHS_8,PENESTEANAN,8/10/1992,HINDU,2010,0,SK,Networking & Cyber Security,9,PAGI,3.41,P
MHS_9,DENPASAR,7/19/1990,ISLAM,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.16,L
MHS_10,TEBONGKANG,5/18/1992,KRISTEN,2010,0,SK,Networking & Cyber Security,11,PAGI,2.82,L
MHS_11,DENPASAR,2/5/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.29,L
MHS_12,GIANYAR,7/10/1992,ISLAM,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.31,L
MHS_13,GRESIK,11/6/1988,ISLAM,2010,2015,SK,Networking & Cyber Security,11,PAGI,2.92,L
MHS_14,BULELENG,5/4/1993,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.15,L
MHS_15,DENPASAR,7/26/1990,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,0,L
MHS_16,BULELENG,3/24/1988,HINDU,2010,0,SK,Networking & Cyber Security,0,PAGI,0,L
MHS_17,MATARAM,9/7/1991,HINDU,2010,0,SK,Networking & Cyber Security,3,PAGI,2.92,L
MHS_18,TABANAN,4/27/1992,HINDU,2010,0,SK,Networking & Cyber Security,3,PAGI,1.84,L
MHS_19,DENPASAR,11/16/1989,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.49,P
MHS_20,DENPASAR,8/30/1991,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.49,L
MHS_21,KLUNGKUNG,8/14/1992,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,0.61,L
MHS_22,TABANAN,3/19/1992,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,3.09,L
MHS_23,DENPASAR,4/13/1992,ISLAM,2010,0,SK,Networking & Cyber Security,13,MALAM,1.48,L
MHS_24,BADUNG,2/1/1993,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,2.97,P
MHS_25,KLUNGKUNG,10/3/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.45,L
MHS_26,DENPASAR,9/2/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.42,L
MHS_27,SURABAYA,12/27/1991,HINDU,2010,2017,SK,Networking & Cyber Security,13,PAGI,3.31,L
MHS_28,DENPASAR,3/9/1991,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.31,L
MHS_29,DENPASAR,9/15/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.03,L
MHS_30,TABANAN,6/26/1992,HINDU,2010,2014,SK,Networking & Cyber Security,7,PAGI,3.66,P
MHS_31,DENPASAR,10/7/1992,HINDU,2010,2014,SK,Networking & Cyber Security,7,PAGI,3.71,P
MHS_32,DENPASAR,6/11/1992,HINDU,2010,2016,SK,Networking & Cyber Security,12,PAGI,3.11,L
MHS_33,TEGALLALANG,4/4/1992,KRISTEN,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.4,L
MHS_34,TABANAN,6/25/1992,HINDU,2010,0,SK,Networking & Cyber Security,2,PAGI,1.13,L
MHS_35,PANDAK GEDE,5/6/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.32,L
MHS_36,TIMOR LESTE,3/1/1993,KATOLIK,2010,2014,SK,Networking & Cyber Security,8,PAGI,2.99,P
MHS_37,SURANADI,4/20/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.35,L
MHS_38,BULELENG,8/24/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.32,P
MHS_39,BANGLI,2/15/1992,HINDU,2010,0,SK,Networking & Cyber Security,13,PAGI,2.66,L
MHS_40,DENPASAR,6/14/1991,ISLAM,2010,0,SK,Networking & Cyber Security,3,PAGI,1.39,L
MHS_41,BADUNG,4/9/1992,HINDU,2010,2016,SK,Networking & Cyber Security,13,PAGI,3.13,P
MHS_42,DENPASAR,10/26/1992,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,3.35,L
MHS_43,BADUNG,8/18/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.35,P
MHS_44,KORIPAN KELOD,11/23/1991,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,2.69,L
MHS_45,JAKARTA PUSAT,5/4/1992,HINDU,2010,2016,SK,Networking & Cyber Security,13,PAGI,2.84,L
MHS_46,GIANYAR,4/9/1991,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,2.88,L
MHS_47,TABANAN,8/15/1992,HINDU,2010,0,SK,Networking & Cyber Security,13,PAGI,2.63,L
MHS_48,BANYUWANGI,2/25/1992,ISLAM,2010,0,SK,Networking & Cyber Security,2,PAGI,2.05,L
MHS_49,BULELENG,11/11/1992,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,3.38,L
MHS_50,DENPASAR,11/22/1992,HINDU,2010,0,SK,Networking & Cyber Security,9,PAGI,0.95,L
MHS_51,KARANGASEM,1/20/1986,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.52,L
MHS_52,PAYANGAN,8/20/1992,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,2.5,L
MHS_53,GIANYAR,3/16/1993,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,2.93,L
MHS_54,JAKARTA PUSAT,1/21/1991,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,2.99,L
MHS_55,KLUNGKUNG,8/27/1992,HINDU,2010,0,SK,Networking & Cyber Security,8,PAGI,2.97,L
MHS_56,DENPASAR,3/22/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.61,P
MHS_57,DENPASAR,12/3/1992,ISLAM,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.49,L
MHS_58,DENPASAR,12/19/1991,HINDU,2010,2017,SK,Networking & Cyber Security,15,PAGI,3.64,L
MHS_59,DENPASAR,12/14/1992,BUDHA,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.46,L
MHS_60,TIANYAR TENGAH,1/7/1991,HINDU,2010,0,SK,Networking & Cyber Security,8,MALAM,3.28,L
MHS_61,DENPASAR,3/13/1982,HINDU,2010,0,SK,Networking & Cyber Security,3,PAGI,1.02,L
MHS_62,DENPASAR,3/12/1991,HINDU,2010,2016,SK,Networking & Cyber Security,12,PAGI,3.12,L
MHS_63,BANGLI,10/18/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.64,L
MHS_64,PEJENG KAJA,4/1/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.34,L
MHS_65,DENPASAR,6/9/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.12,L
MHS_66,KLUNGKUNG,5/20/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.32,L
MHS_67,DENPASAR,4/1/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,2.89,L
MHS_68,DENPASAR,10/15/1991,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,3.01,L
MHS_69,DENPASAR,12/5/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.05,L
MHS_70,KUSAMBA,3/24/2014,HINDU,2010,0,SK,Networking & Cyber Security,9,PAGI,3.09,L
MHS_71,TABANAN,7/5/1990,HINDU,2010,0,SK,Networking & Cyber Security,10,MALAM,3.19,L
MHS_72,KEDIRI,10/14/1987,HINDU,2010,0,SK,Networking & Cyber Security,0,PAGI,0.22,L
MHS_73,JAKARTA TIMUR,10/5/1988,ISLAM,2010,0,SK,Networking & Cyber Security,11,PAGI,3.2,L
MHS_74,DENPASAR,10/11/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,2.82,L
MHS_75,BANGLI,2/22/1992,HINDU,2010,0,SK,Networking & Cyber Security,12,PAGI,2.68,L
MHS_76,DENPASAR,11/22/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.22,L
MHS_77,TABANAN,5/25/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.45,L
MHS_78,DENPASAR,5/26/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.25,L
MHS_79,TABANAN,3/17/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.32,L
MHS_80,DENPASAR,3/6/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.17,L
MHS_81,BADUNG,7/21/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.36,L
MHS_82,JEMBRANA,9/15/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.1,L
MHS_83,DENPASAR,12/29/1991,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,3.34,L
MHS_84,BADUNG,12/21/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.44,P
MHS_85,BULELENG,3/3/1991,KRISTEN,2010,0,SK,Networking & Cyber Security,7,PAGI,2.6,L
MHS_86,GIANYAR,1/15/1992,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,2.83,L
MHS_87,KLUNGKUNG,10/5/1992,HINDU,2010,0,SK,Networking & Cyber Security,8,PAGI,2.8,L
MHS_88,GUNAKSA,9/20/1987,HINDU,2010,2016,SK,Networking & Cyber Security,13,PAGI,3.21,L
MHS_89,DENPASAR,5/4/1992,HINDU,2010,0,SK,Undefined,2,PAGI,0,P
MHS_90,DENPASAR,3/10/1985,KATOLIK,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.4,L
MHS_91,NYALIAN,7/1/1993,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.33,P
MHS_92,DUSUN SENGKIDING,10/27/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.01,L
MHS_93,DENPASAR,8/18/1992,HINDU,2010,0,SK,Networking & Cyber Security,8,PAGI,2.86,L
MHS_94,DENPASAR,7/12/1991,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,3,L
MHS_95,PENGOSEKAN,8/21/1991,HINDU,2010,2016,SK,Networking & Cyber Security,13,PAGI,3.04,L
MHS_96,DENPASAR,3/15/1992,ISLAM,2010,0,SK,Networking & Cyber Security,14,PAGI,2.61,L
MHS_97,KELIKI,2/1/1991,HINDU,2010,0,SK,Networking & Cyber Security,2,PAGI,0.3,L
MHS_98,BADUNG,5/21/1992,HINDU,2010,2014,SK,Networking & Cyber Security,7,PAGI,3.43,L
MHS_99,PANGKAL PINANG,10/15/1990,ISLAM,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.34,L
MHS_100,JAKARTA PUSAT,4/30/1992,ISLAM,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.22,P
MHS_101,PELIATAN,3/21/1992,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,0,L
MHS_102,DENPASAR,12/6/1992,HINDU,2010,0,SK,Networking & Cyber Security,11,PAGI,1.62,L
MHS_103,DENPASAR,2/3/1992,HINDU,2010,0,SK,Networking & Cyber Security,13,PAGI,3.15,L
MHS_104,DENPASAR,12/26/1991,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.1,L
MHS_105,DENPASAR,12/27/1992,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,3.14,L
MHS_106,DENPASAR,3/23/1993,HINDU,2010,0,SK,Networking & Cyber Security,2,PAGI,3.18,P
MHS_107,DENPASAR,4/24/1992,ISLAM,2010,0,SK,Networking & Cyber Security,11,PAGI,1.85,L
MHS_108,GIANYAR,3/23/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.12,L
MHS_109,DENPASAR,8/2/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.22,L
MHS_110,DENPASAR,1/6/1992,HINDU,2010,0,SK,Networking & Cyber Security,9,PAGI,2.34,L
MHS_111,BADUNG,1/24/1990,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.28,L
MHS_112,TABANAN,11/13/1991,HINDU,2010,0,SK,Networking & Cyber Security,2,PAGI,1.4,L
MHS_113,DENPASAR,7/8/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.31,P
MHS_114,DENPASAR,1/12/1992,HINDU,2010,0,SK,Networking & Cyber Security,4,PAGI,2.3,L
MHS_115,DENPASAR,1/29/1990,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.16,L
MHS_116,DENPASAR,2/22/1988,HINDU,2010,0,SK,Networking & Cyber Security,13,MALAM,2.6,L
MHS_117,KEDIRI,4/18/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.46,L
MHS_118,PAU RUTENG,8/17/1990,KATOLIK,2010,2015,SK,Networking & Cyber Security,11,PAGI,2.86,L
MHS_119,TIRTASARI,11/5/1992,HINDU,2010,2016,SK,Networking & Cyber Security,12,PAGI,3.36,L
MHS_120,PESAGI,5/8/1990,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.07,L
MHS_121,BADUNG,8/26/1992,HINDU,2010,2017,SK,Networking & Cyber Security,15,PAGI,3.08,L
MHS_122,TIMOR LESTE,4/6/1990,KATOLIK,2010,0,SK,Networking & Cyber Security,9,PAGI,2.53,P
MHS_123,DENPASAR,5/30/1993,KRISTEN,2010,2014,SK,Networking & Cyber Security,7,PAGI,3.77,L
MHS_124,GIANYAR,4/17/1978,HINDU,2010,0,SK,Networking & Cyber Security,9,PAGI,2.95,L
MHS_125,KARANGASEM,6/12/1988,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,2.79,L
MHS_126,JAYAWIJAYA,9/28/1991,ISLAM,2010,0,SK,Networking & Cyber Security,3,PAGI,2.46,P
MHS_127,DENPASAR,2/24/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.1,L
MHS_128,BANGLI,10/25/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.21,P
MHS_129,SOBANGAN,12/18/1991,HINDU,2010,2017,SK,Networking & Cyber Security,15,PAGI,2.78,L
MHS_130,TABANAN,4/30/1989,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.24,L
MHS_131,DENPASAR,11/27/1992,HINDU,2010,2017,SK,Networking & Cyber Security,15,PAGI,2.92,L
MHS_132,DENPASAR,7/11/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.23,P
MHS_133,MERAL KARIMUN,3/23/1992,ISLAM,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.13,P
MHS_134,TABANAN,11/9/1990,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.25,L
MHS_135,GIANYAR,6/8/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.19,L
MHS_136,GIANYAR,9/6/1992,HINDU,2010,0,SK,Networking & Cyber Security,14,MALAM,3.25,L
MHS_137,TABANAN,11/3/1992,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,0.33,L
MHS_138,TABANAN,7/11/1992,ISLAM,2010,0,SK,Networking & Cyber Security,12,PAGI,1.54,L
MHS_139,DENPASAR,8/9/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.45,P
MHS_140,BANYUWANGI,6/3/1990,ISLAM,2010,0,SK,Networking & Cyber Security,13,PAGI,3.02,L
MHS_141,DENPASAR,5/27/1992,ISLAM,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.12,L
MHS_142,MADANGAN KELOD,5/10/1992,HINDU,2010,2017,SK,Networking & Cyber Security,15,PAGI,3.13,L
MHS_143,BADUNG,10/8/1990,HINDU,2010,0,SK,Networking & Cyber Security,3,PAGI,1.97,L
MHS_144,TANJUNG KARANG,8/12/1991,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,2.99,L
MHS_145,DENPASAR,10/10/1992,ISLAM,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.62,L
MHS_146,DENPASAR,11/6/1992,HINDU,2010,2017,SK,Networking & Cyber Security,15,PAGI,2.98,L
MHS_147,SELONG,7/11/1990,HINDU,2010,0,SK,Networking & Cyber Security,6,PAGI,0.68,L
MHS_148,DENPASAR,9/28/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.32,L
MHS_149,LOMBOK TIMUR,7/1/1990,ISLAM,2010,2014,SK,Networking & Cyber Security,9,PAGI,2.99,L
MHS_150,BADUNG,10/10/1990,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.56,L
MHS_151,DENPASAR,11/15/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.03,L
MHS_152,BADUNG,2/2/1993,HINDU,2010,0,SK,Networking & Cyber Security,8,PAGI,2.4,L
MHS_153,CEMAGI,11/15/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,2.99,L
MHS_154,DENPASAR,7/28/1992,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,0.28,L
MHS_155,DENPASAR,2/17/1992,HINDU,2010,0,SK,Networking & Cyber Security,8,PAGI,2.79,L
MHS_156,DENPASAR,1/17/1992,KRISTEN,2010,0,SK,Networking & Cyber Security,1,PAGI,1.17,L
MHS_157,KLUNGKUNG,9/3/1992,HINDU,2010,0,SK,Networking & Cyber Security,2,PAGI,1.23,L
MHS_158,DENPASAR ,2/23/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.18,L
MHS_159,DENPASAR,1/24/1993,ISLAM,2010,0,SK,Networking & Cyber Security,12,PAGI,1.64,L
MHS_160,DENPASAR,7/7/1992,HINDU,2010,0,SK,Networking & Cyber Security,8,PAGI,3.23,L
MHS_161,TUBAN,3/5/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.27,L
MHS_162,SURABAYA,8/14/1992,ISLAM,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.36,L
MHS_163,DENPASAR,9/27/1992,HINDU,2010,2017,SK,Networking & Cyber Security,15,PAGI,3.18,L
MHS_164,DUSUN ANGGASARI,12/4/1992,HINDU,2010,0,SK,Networking & Cyber Security,11,PAGI,3.22,L
MHS_165,DENPASAR,4/1/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.35,L
MHS_166,DENPASAR,10/11/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.31,L
MHS_167,TIMOR LESTE,4/28/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.23,L
MHS_168,DENPASAR,3/19/1991,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.08,L
MHS_169,DENPASAR,12/27/1991,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.01,L
MHS_170,DENPASAR,6/24/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.16,L
MHS_171,DENPASAR,7/8/1992,BUDHA,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.52,L
MHS_172,DENPASAR,2/14/1993,ISLAM,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.21,L
MHS_173,DENPASAR,3/23/1987,HINDU,2010,0,SK,Networking & Cyber Security,4,PAGI,2.57,L
MHS_174,SURABAYA,2/9/1992,ISLAM,2010,0,SK,Networking & Cyber Security,9,PAGI,2.14,L
MHS_175,PENESTANAN,3/21/1992,HINDU,2010,0,SK,Networking & Cyber Security,9,PAGI,0.24,L
MHS_176,GIANYAR,2/16/1992,HINDU,2010,2016,SK,Networking & Cyber Security,13,PAGI,3.01,L
MHS_177,MATARAM,7/18/1992,HINDU,2010,2017,SK,Networking & Cyber Security,14,PAGI,3.25,L
MHS_178,DENPASAR,7/11/1989,HINDU,2010,0,SK,Networking & Cyber Security,2,PAGI,2.93,L
MHS_179,LIMO,11/15/1991,HINDU,2010,0,SK,Networking & Cyber Security,13,PAGI,2.82,L
MHS_180,KLATEN,4/24/1992,ISLAM,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.29,L
MHS_181,DENPASAR,9/25/1992,HINDU,2010,0,SK,Networking & Cyber Security,10,PAGI,2.92,L
MHS_182,SUMBA BARAT,11/27/1992,HINDU,2010,0,SK,Networking & Cyber Security,10,PAGI,3,L
MHS_183,DENPASAR,4/17/1992,HINDU,2010,0,SK,Networking & Cyber Security,15,PAGI,1.77,L
MHS_184,DENPASAR,4/17/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.25,L
MHS_185,LARANTUKA,3/14/1993,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.38,L
MHS_186,JAKARTA PUSAT,6/17/1992,HINDU,2010,0,SK,Networking & Cyber Security,2,PAGI,0,L
MHS_187,EBAN,7/12/1990,KATOLIK,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.19,P
MHS_188,DENPASAR,7/28/1992,ISLAM,2010,0,SK,Networking & Cyber Security,1,PAGI,0,L
MHS_189,DENPASAR,7/5/1992,HINDU,2010,0,SK,Networking & Cyber Security,9,PAGI,1.5,P
MHS_190,DENPASAR,4/6/1992,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,0,L
MHS_191,MATARAM,10/30/1983,HINDU,2010,0,SK,Networking & Cyber Security,0,PAGI,2.5,P
MHS_192,GELAGAH,9/13/1991,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.11,L
MHS_193,DENPASAR,12/27/1991,HINDU,2010,2014,SK,Networking & Cyber Security,7,PAGI,3.77,P
MHS_194,KEDIS,8/18/1981,HINDU,2010,0,SK,Networking & Cyber Security,6,PAGI,2.91,L
MHS_195,DENPASAR,11/15/1986,ISLAM,2010,2012,SK,Undefined,4,PAGI,0,P
MHS_196,TABANAN,9/18/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.06,P
MHS_197,DENPASAR,2/24/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.14,L
MHS_198,GIANYAR,4/3/1992,HINDU,2010,2016,SK,Networking & Cyber Security,12,PAGI,3.01,L
MHS_199,DENPASAR,6/21/1992,HINDU,2010,0,SK,Networking & Cyber Security,14,PAGI,3.11,L
MHS_200,DENPASAR,5/4/1990,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.1,L
MHS_201,DENPASAR,8/9/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.05,L
MHS_202,DENPASAR,9/2/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.44,L
MHS_203,DENPASAR,5/28/1992,HINDU,2010,2017,SK,Networking & Cyber Security,13,PAGI,2.96,L
MHS_204,TABANAN,6/7/1992,ISLAM,2010,2016,SK,Networking & Cyber Security,13,PAGI,3.08,L
MHS_205,TABANAN,4/4/1991,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,2.95,L
MHS_206,DENPASAR,6/25/1992,ISLAM,2010,0,SK,Networking & Cyber Security,12,MALAM,3.1,L
MHS_207,TABANAN,11/30/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.75,P
MHS_208,MEDAN,4/29/1992,KRISTEN,2010,0,SK,Networking & Cyber Security,0,PAGI,0,P
MHS_209,BANGLI,7/19/1992,KRISTEN,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.75,L
MHS_210,MATAI,7/22/1990,KATOLIK,2010,0,SK,Networking & Cyber Security,13,PAGI,3.01,L
MHS_211,DENPASAR,11/16/1988,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.05,L
MHS_212,DENPASAR,9/10/1992,KRISTEN,2010,0,SK,Networking & Cyber Security,0,PAGI,0,P
MHS_213,BULELENG,4/18/1990,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,3.05,L
MHS_214,PENATAHAN,3/20/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.42,L
MHS_215,JAKARTA PUSAT,12/25/1987,ISLAM,2010,0,SK,Networking & Cyber Security,1,PAGI,3.39,L
MHS_216,PALU,3/17/1990,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,3.32,P
MHS_217,GIANYAR,6/21/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.18,L
MHS_218,DENPASAR,3/4/2010,HINDU,2010,0,SK,Networking & Cyber Security,3,PAGI,2.16,L
MHS_219,MALANG,4/4/1990,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.44,L
MHS_220,BANGLI,7/30/1989,HINDU,2010,0,SK,Networking & Cyber Security,1,PAGI,0.06,L
MHS_221,KATUNG,6/7/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.6,L
MHS_222,TABANAN,12/21/1991,HINDU,2010,0,SK,Networking & Cyber Security,7,PAGI,3.08,P
MHS_223,PELASA,9/2/1992,ISLAM,2010,2015,SK,Networking & Cyber Security,10,PAGI,3,L
MHS_224,GIANYAR,3/6/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.17,L
MHS_225,GIANYAR,3/24/1993,HINDU,2010,0,SK,Networking & Cyber Security,13,PAGI,2.87,L
MHS_226,KETAPANG,1/29/1992,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.12,L
MHS_227,JEMBRANA,5/24/1992,HINDU,2010,0,SK,Networking & Cyber Security,12,PAGI,1.22,L
MHS_228,DENPASAR,2/21/1993,HINDU,2010,0,SK,Networking & Cyber Security,11,PAGI,3.36,L
MHS_229,GIANYAR,2/16/1991,HINDU,2010,0,SK,Networking & Cyber Security,10,PAGI,1.53,L
MHS_230,GERIANA KAUH,8/23/1992,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.71,L
MHS_231,DENPASAR,1/8/1992,HINDU,2010,2014,SK,Networking & Cyber Security,9,PAGI,2.98,L
MHS_232,PENGAMBENGAN,10/9/1991,ISLAM,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.13,P
MHS_233,DENPASAR,12/12/1991,HINDU,2010,2015,SK,Networking & Cyber Security,11,PAGI,3.07,L
MHS_234,KATUNG,12/5/1993,HINDU,2010,2014,SK,Networking & Cyber Security,8,PAGI,3.62,L
MHS_235,PETULU,9/11/1991,HINDU,2010,0,SK,Networking & Cyber Security,13,MALAM,3.18,L
MHS_236,DENPASAR,1/28/1992,HINDU,2010,0,SK,Networking & Cyber Security,13,PAGI,2.85,L
MHS_237,DENPASAR,6/5/1987,HINDU,2010,0,SK,Networking & Cyber Security,13,PAGI,3.13,L
MHS_238,DENPASAR,3/12/1990,ISLAM,2010,0,SK,Networking & Cyber Security,2,PAGI,1.35,P
MHS_239,TABANAN,7/27/1984,HINDU,2010,2015,SK,Networking & Cyber Security,10,PAGI,3.2,L
